ID,Name,Founded_Year,Country,Studio_Type,Replay_Rate,Years_Active,Maturity_Level
1205,Game Atelier,2016,United States,Indie,0.673,9,Emerging
1206,Game Design Sweden AB,1995,United Kingdom,Indie,0.5,30,Veteran
1207,Game Forest,2012,Finland,Indie,0.616,13,Emerging
1208,Game Freak,1988,Germany,Mid-tier,0.675,37,Veteran
1209,Game Grumps,2014,United States,Indie,0.371,11,Emerging
1210,Game Machine Studios,2011,United Kingdom,Indie,0.452,14,Emerging
1211,Game Refuge Inc,1990,United Kingdom,Indie,0.659,35,Veteran
1212,Game Republic Inc.,2003,Sweden,Indie,0.552,22,Established
1213,Game Swing,2012,Sweden,Indie,0.674,13,Emerging
1214,Game in a Bottle,2012,Finland,Indie,0.788,13,Emerging
1215,Game-A-Tron,1977,Canada,Indie,0.536,48,Veteran
1216,GameBrains,1997,United States,Indie,0.304,28,Established
1217,GameConnect,2019,Finland,Indie,0.779,6,Emerging
1218,GameHouse,2006,Canada,Indie,0.425,19,Established
1219,GameMill Entertainment,2001,Japan,AAA,0.929,24,Established
1220,GameOver-Games,2001,United States,Mobile,0.419,24,Established
1221,GameStar,1998,Sweden,Indie,0.662,27,Established
1222,GameTek,2007,United Kingdom,Indie,0.631,18,Established
1223,Gameco Studios,2006,Finland,Indie,0.447,19,Established
1224,Gameforge,1999,United States,Indie,0.661,26,Established
1225,Gamelion Studios,2006,Sweden,Indie,0.6,19,Established
1226,Gameloft,1999,Sweden,Indie,0.643,26,Established
1227,Gamemode One,2020,Sweden,Indie,0.609,5,Emerging
1228,Gamepires,2011,United Kingdom,Indie,0.563,14,Emerging
1229,Gamer's Edge,2020,United States,Indie,0.612,5,Emerging
1230,Games Farm,2009,United States,Mobile,0.487,16,Established
1231,Games Incubator,2023,South Korea,Mobile,0.65,2,Emerging
1232,Games!,2008,Sweden,Indie,0.545,17,Established
1233,Gameshot,2007,Finland,Mobile,0.619,18,Established
1234,Gamesquad,1995,United States,Mobile,0.651,30,Veteran
1235,Gaming Corps,2006,Finland,Indie,0.7,19,Established
1236,Gaming Minds Studios,2008,Sweden,Indie,0.712,17,Established
1237,Gamious,2019,United States,Indie,0.531,6,Emerging
1238,Gammera Nest,2013,United States,Indie,0.32,12,Emerging
1239,Gamtec,1994,United States,Indie,0.417,31,Veteran
1240,Ganbarion,1998,United States,Indie,0.653,27,Established
1241,Gang of Five,1982,Canada,Indie,0.615,43,Veteran
1242,Garden City Games,2007,Japan,Mobile,0.844,18,Established
1243,Gargoyle Games,1982,China,Mobile,0.584,43,Veteran
1244,Gas Powered Games,2001,Japan,Mobile,0.625,24,Established
1245,Gathering of Developers,1998,Finland,Indie,0.32,27,Established
1246,Gattai Games,2010,United States,Mid-tier,0.762,15,Established
1247,Gazelle,1991,Sweden,Indie,0.64,34,Veteran
1248,Gazillion Entertainment,2010,United Kingdom,Indie,0.447,15,Established
1249,Gearbox Software,1997,Japan,Mid-tier,0.691,28,Established
1250,Gears for Breakfast,2015,United States,Indie,0.734,10,Emerging
1251,GeekPit Studio,1994,United Kingdom,Mid-tier,0.555,31,Veteran
1252,Gemdrops,2013,Sweden,Indie,0.682,12,Emerging
1253,GenePool Software,2001,Finland,Indie,0.323,24,Established
1254,General Arcade,1992,United Kingdom,Mid-tier,0.547,33,Veteran
1255,General Computer Corporation (GCC),1981,Canada,Indie,0.369,44,Veteran
1256,Genius Inc,2019,Finland,Indie,0.775,6,Emerging
1257,Genius Sonority,1999,United States,Indie,0.68,26,Established
1258,Genius Studio Japan,2016,Sweden,Indie,0.457,9,Emerging
1259,Genki,1990,United Kingdom,Indie,0.594,35,Veteran
1260,Gentlymad Studios,2016,Sweden,Indie,0.694,9,Emerging
1261,Genuine Games,2005,Japan,Mid-tier,0.563,20,Established
1262,Geography of Robots,2020,Sweden,Indie,0.667,5,Emerging
1263,Ghost Dog Films,2012,France,Mid-tier,0.627,13,Emerging
1264,Ghost Games,2014,Finland,Mobile,0.745,11,Emerging
1265,Ghost Ship Games,2013,United States,Mobile,0.64,12,Emerging
1266,Ghost Town Games,2018,Japan,Mobile,0.762,7,Emerging
1267,Giant Spacekat,2009,United States,Indie,0.314,16,Established
1268,Giant Sparrow,2007,Sweden,Indie,0.505,18,Established
1269,Giant Squid,2012,United States,Indie,0.686,13,Emerging
1270,Gigataur,2012,United States,Mobile,0.464,13,Emerging
1271,Gigawatt Studios,1995,Canada,Indie,0.645,30,Veteran
1272,GirlGames,2015,Finland,Mobile,0.558,10,Emerging
1273,Girlvania,2011,United Kingdom,Indie,0.369,14,Emerging
1274,Gizmo Games,1997,Japan,Mobile,0.684,28,Established
1275,Gizmondo Studios Manchester,2001,Finland,Indie,0.623,24,Established
1276,Global Entertainment R&D Dept. 2,1980,Canada,AAA,0.858,45,Veteran
1277,Global Star Software,1999,United Kingdom,Indie,0.319,26,Established
1278,Gloomywood,2016,Sweden,Indie,0.321,9,Emerging
1279,Glowstick Entertainment,2015,Canada,Indie,0.674,10,Emerging
1280,Glu Mobile,2006,United States,Mobile,0.632,19,Established
1281,GlyphX Games,2004,Finland,Mobile,0.614,21,Established
1282,Goblinz Studio,1996,Germany,Mid-tier,0.581,29,Established
1283,Going Load Studios,2007,United Kingdom,Indie,0.505,18,Established
1284,Golden Hammer Software,2003,Sweden,Indie,0.723,22,Established
1285,Goldhawk Interactive,2013,Canada,Indie,0.746,12,Emerging
1286,Gone North Games,2013,Finland,Mobile,0.645,12,Emerging
1287,Good Gate Media,1994,Japan,Mid-tier,0.796,31,Veteran
1288,Good Science Studio,2007,United Kingdom,Indie,0.797,18,Established
1289,Good-Feel,2006,Canada,Indie,0.768,19,Established
1290,Googie,2011,Finland,Indie,0.575,14,Emerging
1291,Gorilla Systems Corporation,1995,Finland,Indie,0.377,30,Veteran
1292,Gosatsu Visual Novels,2014,United States,Indie,0.371,11,Emerging
1293,Gottlieb,1982,Canada,Indie,0.505,43,Veteran
1294,Grace Bruxner,1995,United States,Mid-tier,0.704,30,Veteran
1295,Graceful Decay,2016,Finland,Indie,0.35,9,Emerging
1296,Gracias,2020,United States,Indie,0.386,5,Emerging
1297,Graftgold,1985,United States,Indie,0.465,40,Veteran
1298,Granite Bay Software,2011,United States,Mid-tier,0.829,14,Emerging
1299,Granzella,2020,Sweden,Indie,0.476,5,Emerging
1300,Graphic Research,1993,Finland,Indie,0.692,32,Veteran
1301,Graphix Zone,1993,Canada,Indie,0.638,32,Veteran
1302,Grasshopper Manufacture,2002,United States,Indie,0.828,23,Established
1303,Gratuitous Games,2008,Germany,Mid-tier,0.582,17,Established
1304,Gravity Interactive,2012,Finland,Indie,0.463,13,Emerging
1305,Gray Design Associates,1985,Sweden,Indie,0.513,40,Veteran
1306,Gray Matter,1985,Finland,Indie,0.291,40,Veteran
1307,Gray Matter Interactive,2000,United Kingdom,Indie,0.788,25,Established
1308,Green Lava Studios,2015,Finland,Indie,0.352,10,Emerging
1309,Greg Wohlwend,2008,United States,Indie,0.499,17,Established
1310,Gremlin,2018,Sweden,Indie,0.433,7,Emerging
1311,Gremlin Graphics,1989,Finland,Indie,0.509,36,Veteran
1312,Gremlin Graphics Software Ltd.,1983,Canada,Indie,0.674,42,Veteran
1313,Gremlin Industries,1976,Finland,Indie,0.432,49,Veteran
1314,Gremlin Interactive,1991,United Kingdom,Indie,0.679,34,Veteran
1315,Grezzo,2007,Canada,Indie,0.757,18,Established
1316,Grimlore Games,2014,South Korea,Mobile,0.557,11,Emerging
1317,Grinding Gear Games,2023,South Korea,Mobile,0.663,2,Emerging
1318,Griptonite Games,1996,United Kingdom,Mid-tier,0.658,29,Established
1319,GrizzlyGames,2013,China,Mobile,0.565,12,Emerging
1320,Ground Zero Productions,1992,Finland,Indie,0.524,33,Veteran
1321,Grove Street Games,2016,China,Mobile,0.526,9,Emerging
1322,Grumpyface Studios,2016,United States,Indie,0.523,9,Emerging
1323,Grundislav Games,2015,China,Mobile,0.547,10,Emerging
1324,Gryphon Software Corp.,1990,Finland,Indie,0.439,35,Veteran
1325,Guerrilla Cambridge,2009,Canada,Indie,0.656,16,Established
1326,Guerrilla Games,2001,Finland,Mobile,0.587,24,Established
1327,Guild Studio Inc.,1991,France,AAA,0.904,34,Veteran
1328,Guillotine Games,2009,United States,Mobile,0.561,16,Established
1329,Guilti,1999,Finland,Indie,0.774,26,Established
1330,Gumi Inc.,2000,France,AAA,0.72,25,Established
1331,Gunfire Games,2015,Japan,Mobile,0.67,10,Emerging
1332,GungHo Online Entertainment,1996,Japan,Mid-tier,0.733,29,Established
1333,GungHo Works,2012,United Kingdom,Indie,0.727,13,Emerging
1334,Gunship_Mark_II,2007,Finland,Indie,0.322,18,Established
1335,Gust,2000,Sweden,Indie,0.75,25,Established
1336,Guy Unger,2018,Finland,Indie,0.569,7,Emerging
1337,H2O Entertainment,1994,Finland,Indie,0.565,31,Veteran
1338,H2O Interactive,1998,Finland,Indie,0.49,27,Established
1339,HAKAMA,2005,Germany,Mid-tier,0.702,20,Established
1340,HAL Laboratory,1983,Sweden,Indie,0.799,42,Veteran
1341,HAMSTER,2019,Canada,Indie,0.461,6,Emerging
1342,HB Studios,1997,Sweden,Indie,0.848,28,Established
1343,HE SAW,2009,United States,Indie,0.774,16,Established
1344,HEROZ,2012,United States,Indie,0.634,13,Emerging
1345,HOT-B,1986,Finland,Indie,0.393,39,Veteran
1346,Hachimitsu-Kumasan,1996,Finland,Indie,0.735,29,Established
1347,Haemimont Games,1997,South Korea,Mobile,0.754,28,Established
1348,Hal,2011,Finland,Indie,0.79,14,Emerging
1349,Halatnikov,2020,United States,Indie,0.467,5,Emerging
1350,Half Mermaid,2010,Germany,Mid-tier,0.5,15,Established
1351,Half-Life 2: Short Stories Team,2008,Finland,Indie,0.386,17,Established
1352,Halfbrick Studios,2001,Sweden,Indie,0.787,24,Established
1353,Halfbrick Studios Pty Ltd,2013,Canada,Indie,0.348,12,Emerging
1354,Hammerfall Publishing,2011,Finland,Indie,0.513,14,Emerging
1355,Hand Made Software,1992,Sweden,Indie,0.28,33,Veteran
1356,Handheld Games,1998,China,Mobile,0.514,27,Established
1357,Hangar 13,2015,United Kingdom,Indie,0.548,10,Emerging
1358,Hangonit,2012,United Kingdom,Indie,0.729,13,Emerging
1359,Hans-Heinz Bieling,1979,United Kingdom,Indie,0.29,46,Veteran
1360,Happy Dance Games,2013,Finland,Mobile,0.417,12,Emerging
1361,HappyGiant,2018,United States,Indie,0.584,7,Emerging
1362,Hardlight,2015,Finland,Indie,0.629,10,Emerging
1363,Harebrained Schemes,2011,United Kingdom,Indie,0.512,14,Emerging
1364,Harmonix Music Systems,2002,United States,Indie,0.697,23,Established
1365,Harvester Games,2009,South Korea,Mobile,0.772,16,Established
1366,Haydee Interactive,2012,Finland,Indie,0.609,13,Emerging
1367,Hazard Team,2017,United States,Indie,0.592,8,Emerging
1368,Hazelight Studios,2019,United States,Indie,0.899,6,Emerging
1369,HeadGames,1993,Finland,Mobile,0.706,32,Veteran
1370,Headcannon,2011,China,Mobile,0.573,14,Emerging
1371,Headfirst Productions,1998,Canada,Indie,0.752,27,Established
1372,Headgate Studios,2004,Sweden,Indie,0.734,21,Established
1373,Headlock,2015,Finland,Indie,0.439,10,Emerging
1374,Headstrong Games,2004,United States,Mobile,0.506,21,Established
1375,Heart Machine,2013,United States,Indie,0.594,12,Emerging
1376,Heartbeat,1996,Canada,Indie,0.406,29,Established
1377,Heavy Iron Studios,1998,Finland,Indie,0.36,27,Established
1378,Hect,1989,Sweden,Indie,0.585,36,Veteran
1379,Heliocentric Studios,2019,Sweden,Indie,0.716,6,Emerging
1380,Helixe,1998,Finland,Indie,0.406,27,Established
1381,Hellbent Games,2004,United States,Mobile,0.694,21,Established
1382,Hello Games,2013,China,Mobile,0.783,12,Emerging
1383,Hello There,2018,United States,Indie,0.818,7,Emerging
1384,Hello There Games,2014,China,Mobile,0.459,11,Emerging
1385,Henry Hoare,1991,United Kingdom,Mid-tier,0.538,34,Veteran
1386,Her Interactive,1991,Sweden,Indie,0.789,34,Veteran
1387,Herobeat Studios,2019,Canada,Indie,0.697,6,Emerging
1388,Herringbone Games,2016,Finland,Mobile,0.401,9,Emerging
1389,Hertz,1990,Sweden,Indie,0.569,35,Veteran
1390,Hervest,1994,Finland,Indie,0.651,31,Veteran
1391,Heuristic Park,2001,Sweden,Indie,0.586,24,Established
1392,HexaDrive,2015,Finland,Indie,0.752,10,Emerging
1393,Hexacto,1973,France,AAA,0.784,52,Veteran
1394,Hi Tech Expressions,2005,United States,Indie,0.564,20,Established
1395,Hi-Bit Studios,2016,Canada,Indie,0.517,9,Emerging
1396,Hi-Rez Studios,2016,Sweden,Indie,0.716,9,Emerging
1397,Hidden Fields,2020,Canada,Indie,0.762,5,Emerging
1398,Hidden Layer Games,2016,South Korea,Mobile,0.569,9,Emerging
1399,Hidden Path Entertainment,2004,Canada,Indie,0.838,21,Established
1400,Higgs Games,2020,Sweden,Indie,0.486,5,Emerging
1401,High Impact Games,2003,China,Mobile,0.608,22,Established
1402,High Moon Studios,2007,Canada,Indie,0.461,18,Established
1403,High Score Entertainment,1993,Finland,Indie,0.498,32,Veteran
1404,High Score Productions,1990,United Kingdom,Indie,0.794,35,Veteran
1405,High Voltage Software,1994,Sweden,Indie,0.439,31,Veteran
1406,Hijinx Studios,2004,United Kingdom,Indie,0.724,21,Established
1407,Himalaya Studios,2010,Canada,Indie,0.364,15,Established
1408,Hinterland Studio Inc.,2023,Canada,Indie,0.431,2,Emerging
1409,Hip Games,2004,United States,Indie,0.726,21,Established
1410,Hipnotic Interactive,1994,Canada,Indie,0.543,31,Veteran
1411,Hipster Whale,2014,Canada,Indie,0.613,11,Emerging
1412,HitPoint Studios Inc.,2011,Finland,Indie,0.385,14,Emerging
1413,Hitmaker,1996,Sweden,Indie,0.643,29,Established
1414,Hitmen Productions,1989,United States,Indie,0.478,36,Veteran
1415,HoYoverse,2021,Canada,Indie,0.707,4,Emerging
1416,Hoei,1999,United States,Indie,0.357,26,Established
1417,Holistic Design,2001,Sweden,Indie,0.537,24,Established
1418,Hollow Ponds,1999,United States,Indie,0.668,26,Established
1419,Holospark,2017,Finland,Indie,0.706,8,Emerging
1420,Home Data,1981,Sweden,Indie,0.222,44,Veteran
1421,Homegrown Games,2004,South Korea,Mobile,0.323,21,Established
1422,Honey Parade Games,2017,South Korea,Mobile,0.76,8,Emerging
1423,Honeyslug,2013,United States,Indie,0.641,12,Emerging
1424,Honor Code,1999,Finland,Indie,0.654,26,Established
1425,Hop Frog,2001,United States,Indie,0.518,24,Established
1426,HopFrog,2013,Canada,Indie,0.56,12,Emerging
1427,Hoplon,2014,United Kingdom,Indie,0.719,11,Emerging
1428,Hopoo Games,2012,United States,Mobile,0.524,13,Emerging
1429,Horisoft,1990,United States,Indie,0.317,35,Veteran
1430,Horror Soft,1984,Sweden,Indie,0.824,41,Veteran
1431,HotGen,1996,Canada,Indie,0.345,29,Established
1432,Hothead Games,2005,Japan,Mobile,0.388,20,Established
1433,Hothouse Creations,1993,Sweden,Indie,0.704,32,Veteran
1434,Hotta Studio,2018,United Kingdom,Indie,0.378,7,Emerging
1435,House House,2018,United Kingdom,Indie,0.542,7,Emerging
1436,House of Tales,1996,Finland,Indie,0.554,29,Established
1437,House on Fire,2012,Sweden,Indie,0.523,13,Emerging
1438,Housemarque,2007,Finland,Indie,0.594,18,Established
1439,Hudson Soft,1981,United Kingdom,Indie,0.74,44,Veteran
1440,Hue Forest Entertainment,1993,Canada,Indie,0.826,32,Veteran
1441,Hulabee Entertainment Inc.,1999,Canada,Indie,0.594,26,Established
1442,HumaNature Studios,2011,United Kingdom,Indie,0.786,14,Emerging
1443,Human Code,1995,Finland,Indie,0.794,30,Veteran
1444,Human Entertainment,1987,Finland,Indie,0.523,38,Veteran
1445,Human Head Studios,1997,United Kingdom,Indie,0.644,28,Established
1446,Humansoft,1998,United States,Indie,0.44,27,Established
1447,Humble Hearts,2008,Canada,Indie,0.644,17,Established
1448,Hummer Team,1995,Sweden,Indie,0.43,30,Veteran
1449,Humongous Entertainment,1991,Finland,Indie,0.812,34,Veteran
1450,HuniePot,2014,United Kingdom,Indie,0.401,11,Emerging
1451,Hunt The Past,2014,Finland,Indie,0.323,11,Emerging
1452,Huracan Studio,2006,Finland,Indie,0.719,19,Established
1453,Hyde,2011,China,Mobile,0.507,14,Emerging
1454,Hydravision Entertainment,2003,United States,Indie,0.417,22,Established
1455,Hyper Hippo Entertainment,2009,United Kingdom,Indie,0.799,16,Established
1456,HyperBole Studios,1988,United Kingdom,Indie,0.826,37,Veteran
1457,Hyperion Entertainment,1991,Canada,AAA,0.934,34,Veteran
1458,Hyperstrange,2016,Finland,Indie,0.461,9,Emerging
1459,Hypnos Entertainment,2013,Japan,Mid-tier,0.669,12,Emerging
1460,Hypnotix,1993,United States,Indie,0.44,32,Veteran
1461,I-Mockery,2008,United States,Indie,0.826,17,Established
1462,I.T.L,1989,Canada,Indie,0.607,36,Veteran
1463,ICOM Simulations,1985,United Kingdom,Indie,0.407,40,Veteran
1464,IG Fun,2007,Canada,Indie,0.475,18,Established
1465,IGG,2019,Canada,Indie,0.52,6,Emerging
1466,IGG.COM,2010,Finland,Indie,0.613,15,Established
1467,ILCA,2018,Finland,Indie,0.752,7,Emerging
1468,ILMxLAB,2014,Sweden,Indie,0.371,11,Emerging
1469,IMGN.PRO,2010,Finland,Indie,0.623,15,Established
1470,INTERIOR/NIGHT,2021,Canada,Indie,0.779,4,Emerging
1471,IO Interactive,1999,Germany,Mid-tier,0.668,26,Established
1472,ION LANDS,2018,United States,Indie,0.788,7,Emerging
1473,ITL,1999,United Kingdom,Indie,0.819,26,Established
1474,IUGO Mobile Entertainment,2014,Japan,Mobile,0.561,11,Emerging
1475,Icarus Games,2005,South Korea,Mobile,0.775,20,Established
1476,Ice Code Games,2020,Japan,Mobile,0.769,5,Emerging
1477,Ice-Pick Lodge,2018,Sweden,Indie,0.689,7,Emerging
1478,Idea Factory,1992,Japan,AAA,0.827,33,Veteran
1479,Idea-Tek,1989,United States,Indie,0.481,36,Veteran
1480,Ideaworks Game Studio,2020,Finland,Indie,0.58,5,Emerging
1481,Ideaworks3D,2001,France,Mid-tier,0.69,24,Established
1482,Idol FX,2000,Sweden,Indie,0.542,25,Established
1483,Idol Minds,1993,Finland,Indie,0.591,32,Veteran
1484,IgorSou30000,1988,France,Mid-tier,0.794,37,Veteran
1485,Iguana Entertainment,1992,United States,Indie,0.427,33,Veteran
1486,Iguana UK,2013,South Korea,Mobile,0.401,12,Emerging
1487,Ikegami Tsushinki,1994,United Kingdom,Mid-tier,0.729,31,Veteran
1488,Ilinx Corporation,1975,United Kingdom,AAA,0.779,50,Veteran
1489,Illfonic,2015,United Kingdom,Indie,0.787,10,Emerging
1490,Illumix,2017,Finland,Indie,0.393,8,Emerging
1491,Illus Seed,2015,United Kingdom,Indie,0.837,10,Emerging
1492,Illusion,2000,United States,Indie,0.36,25,Established
1493,Illusion Ray Studio,2017,Canada,Indie,0.672,8,Emerging
1494,Illusion Softworks,1993,Canada,Indie,0.716,32,Veteran
1495,Illusions Gaming Company,1990,Finland,Indie,0.32,35,Veteran
1496,Image & Form,2016,Finland,Indie,0.331,9,Emerging
1497,Image Space Incorporated,1995,Canada,Indie,0.514,30,Veteran
1498,Imageepoch,2005,Finland,Indie,0.693,20,Established
1499,Images Software,1988,United States,Indie,0.769,37,Veteran
1500,Imagic,2000,Germany,Mid-tier,0.759,25,Established
1501,ImaginEngine,2003,United States,Indie,0.302,22,Established
1502,Imaginati Studios,2015,Canada,Indie,0.841,10,Emerging
1503,Imagination Pilots,1995,Canada,Indie,0.778,30,Veteran
1504,Imagineer,1986,United States,Indie,0.327,39,Veteran
1505,Imagineer Interactive,1997,Canada,Indie,0.366,28,Established
1506,Imagineering,1995,France,Mid-tier,0.807,30,Veteran
1507,Imagineering Inc.,1989,Canada,Indie,0.505,36,Veteran
1508,Imagitec Design,1989,Sweden,Indie,0.781,36,Veteran
1509,Imangi Studios,2008,Finland,Indie,0.731,17,Established
1510,Imergy,1996,United States,Indie,0.4,29,Established
1511,Immersion Games,2007,Germany,Mid-tier,0.632,18,Established
1512,Impact Software Development,2004,Finland,Indie,0.425,21,Established
1513,Impressions Games,1997,United States,Mobile,0.612,28,Established
1514,Impulse Gear,2016,United Kingdom,Indie,0.567,9,Emerging
1515,In Utero,1997,United States,Indie,0.47,28,Established
1516,Inc,2003,Canada,Indie,0.367,22,Established
1517,Inc.,1989,United Kingdom,Mid-tier,0.739,36,Veteran
1518,Inc. (USA),1993,United Kingdom,Mid-tier,0.607,32,Veteran
1519,Inc.),2003,Japan,AAA,0.8,22,Established
1520,Incinerator Studios,1990,United States,Mid-tier,0.527,35,Veteran
1521,Incognito Entertainment,1997,Canada,Indie,0.737,28,Established
1522,Incredible Technologies,1985,United States,Indie,0.333,40,Veteran
1523,Indefatigable,2014,United Kingdom,Indie,0.566,11,Emerging
1524,Index+,2010,United Kingdom,Mid-tier,0.798,15,Established
1525,Indie Built,2003,United States,Indie,0.555,22,Established
1526,IndieGala,2016,United States,Indie,0.33,9,Emerging
1527,Inevitable Entertainment,1999,Sweden,Indie,0.791,26,Established
1528,Infinitap Games,2011,China,Mobile,0.638,14,Emerging
1529,Infinite Dreams,2010,Canada,Indie,0.743,15,Established
1530,Infinite Fall,2010,United States,Indie,0.844,15,Established
